Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.000877884194545764,-0.00161191094249591,0.0783157973007971,0,0,0,1.0807729546759,0.00559463647157132,-7.67025301354418E-05,-0.00109086141394064,0.0084083854773588,3.30581612030919E-05,0.00844388408161758,0,0,0,0,0,0,package://rikibot_ackm_urdf/meshes/base_link.STL,0.831372549019608,0.670588235294118,0.129411764705882,1,0,0,0,0,0,0,package://rikibot_ackm_urdf/meshes/base_link.STL,,Ackermann_铜柱-19;Ackermann_铜柱-18;Ackermann_铜柱-17;Ackermann_铜柱-16;Ackermann_铜柱-15;Ackermann_铜柱-14;Ackermann_铜柱-13;Ackermann_铜柱-12;Ackermann_中层板-3;摄像头-2;摄像头延长线SLDPRT-2;语音模块-2;两驱X5-驱动板-3;树莓派-2;Ackermann_顶板-2;A1-2;迷你音箱-2;舵机小车-1;电池-1,坐标系1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
